asset_id,asset_type,asset_name,category,manufacturer,installation_date,warranty_expiry,site_id,building_id,customer_id,industry,city,site_type,site_name
ASSET000331,CT Scanner,CT Scanner,Medical Equipment,Siemens,2021-08-19,2026-08-18,SITE010,SITE010_BLDG03,CUST001,Healthcare,Rajahmundry,Children's Hospital,Rajahmundry Children's Hospital
ASSET000332,X-Ray,X-Ray Machine,Medical Equipment,Philips,2023-05-11,2028-05-09,SITE010,SITE010_BLDG02,CUST001,Healthcare,Rajahmundry,Children's Hospital,Rajahmundry Children's Hospital
ASSET000333,ECG,ECG Machine,Diagnostic,BPL,2025-01-21,2030-01-20,SITE010,SITE010_BLDG02,CUST001,Healthcare,Rajahmundry,Children's Hospital,Rajahmundry Children's Hospital
ASSET000334,AHU,HVAC Unit,Infrastructure,Daikin,2020-09-24,2025-09-23,SITE010,SITE010_BLDG02,CUST001,Healthcare,Rajahmundry,Children's Hospital,Rajahmundry Children's Hospital
ASSET000335,CT Scanner,CT Scanner,Medical Equipment,Siemens,2024-06-27,2029-06-26,SITE010,SITE010_BLDG03,CUST001,Healthcare,Rajahmundry,Children's Hospital,Rajahmundry Children's Hospital
ASSET000336,Ultrasound,Ultrasound Machine,Imaging,Samsung,2022-02-19,2027-02-18,SITE010,SITE010_BLDG01,CUST001,Healthcare,Rajahmundry,Children's Hospital,Rajahmundry Children's Hospital
ASSET000337,ECG,ECG Machine,Diagnostic,BPL,2021-06-08,2026-06-07,SITE010,SITE010_BLDG02,CUST001,Healthcare,Rajahmundry,Children's Hospital,Rajahmundry Children's Hospital
ASSET000338,Infusion Pump,Infusion Pump,Therapy,Baxter,2021-08-25,2026-08-24,SITE010,SITE010_BLDG02,CUST001,Healthcare,Rajahmundry,Children's Hospital,Rajahmundry Children's Hospital
ASSET000339,CT Scanner,CT Scanner,Medical Equipment,Siemens,2023-02-13,2028-02-12,SITE010,SITE010_BLDG03,CUST001,Healthcare,Rajahmundry,Children's Hospital,Rajahmundry Children's Hospital
ASSET000340,ECG,ECG Machine,Diagnostic,BPL,2019-09-06,2024-09-04,SITE010,SITE010_BLDG02,CUST001,Healthcare,Rajahmundry,Children's Hospital,Rajahmundry Children's Hospital
ASSET000341,Monitor,Patient Monitor,Monitoring,Mindray,2021-02-16,2026-02-15,SITE010,SITE010_BLDG01,CUST001,Healthcare,Rajahmundry,Children's Hospital,Rajahmundry Children's Hospital
ASSET000342,Server,Server Rack,IT,Dell,2020-01-11,2025-01-09,SITE011,SITE011_BLDG03,CUST002,Retail,Chennai,Lifestyle Center,Chennai Lifestyle Center
ASSET000343,Display,Digital Signage,Marketing,LG,2025-09-11,2030-09-10,SITE011,SITE011_BLDG01,CUST002,Retail,Chennai,Lifestyle Center,Chennai Lifestyle Center
ASSET000344,POS,POS Terminal,Sales,NCR,2022-09-28,2027-09-27,SITE011,SITE011_BLDG01,CUST002,Retail,Chennai,Lifestyle Center,Chennai Lifestyle Center
ASSET000345,CCTV,CCTV Camera,Security,Hikvision,2025-05-01,2030-04-30,SITE011,SITE011_BLDG01,CUST002,Retail,Chennai,Lifestyle Center,Chennai Lifestyle Center
ASSET000346,Barcode Scanner,Barcode Scanner,Sales,Zebra,2025-03-20,2030-03-19,SITE011,SITE011_BLDG01,CUST002,Retail,Chennai,Lifestyle Center,Chennai Lifestyle Center
ASSET000347,Display,Digital Signage,Marketing,LG,2021-08-12,2026-08-11,SITE011,SITE011_BLDG02,CUST002,Retail,Chennai,Lifestyle Center,Chennai Lifestyle Center
ASSET000348,CCTV,CCTV Camera,Security,Hikvision,2025-09-07,2030-09-06,SITE011,SITE011_BLDG01,CUST002,Retail,Chennai,Lifestyle Center,Chennai Lifestyle Center
ASSET000349,AHU,HVAC Unit,Infrastructure,Daikin,2020-08-15,2025-08-14,SITE011,SITE011_BLDG01,CUST002,Retail,Chennai,Lifestyle Center,Chennai Lifestyle Center
ASSET000350,AHU,HVAC Unit,Infrastructure,Daikin,2020-12-15,2025-12-14,SITE011,SITE011_BLDG01,CUST002,Retail,Chennai,Lifestyle Center,Chennai Lifestyle Center
ASSET000351,POS,POS Terminal,Sales,NCR,2020-06-23,2025-06-22,SITE011,SITE011_BLDG01,CUST002,Retail,Chennai,Lifestyle Center,Chennai Lifestyle Center
ASSET000352,Escalator,Escalator,Infrastructure,Otis,2021-09-01,2026-08-31,SITE011,SITE011_BLDG03,CUST002,Retail,Chennai,Lifestyle Center,Chennai Lifestyle Center
ASSET000353,Escalator,Escalator,Infrastructure,Otis,2019-03-06,2024-03-04,SITE011,SITE011_BLDG01,CUST002,Retail,Chennai,Lifestyle Center,Chennai Lifestyle Center
ASSET000354,AHU,HVAC Unit,Infrastructure,Daikin,2019-08-03,2024-08-01,SITE011,SITE011_BLDG01,CUST002,Retail,Chennai,Lifestyle Center,Chennai Lifestyle Center
ASSET000355,UPS,UPS,Power,APC,2024-11-24,2029-11-23,SITE011,SITE011_BLDG01,CUST002,Retail,Chennai,Lifestyle Center,Chennai Lifestyle Center
ASSET000356,Barcode Scanner,Barcode Scanner,Sales,Zebra,2024-05-04,2029-05-03,SITE011,SITE011_BLDG02,CUST002,Retail,Chennai,Lifestyle Center,Chennai Lifestyle Center
ASSET000357,Escalator,Escalator,Infrastructure,Otis,2024-10-03,2029-10-02,SITE011,SITE011_BLDG03,CUST002,Retail,Chennai,Lifestyle Center,Chennai Lifestyle Center
ASSET000358,Barcode Scanner,Barcode Scanner,Sales,Zebra,2024-01-26,2029-01-24,SITE011,SITE011_BLDG03,CUST002,Retail,Chennai,Lifestyle Center,Chennai Lifestyle Center
ASSET000359,Display,Digital Signage,Marketing,LG,2025-11-24,2030-11-23,SITE011,SITE011_BLDG01,CUST002,Retail,Chennai,Lifestyle Center,Chennai Lifestyle Center
ASSET000360,AHU,HVAC Unit,Infrastructure,Daikin,2024-02-20,2029-02-18,SITE011,SITE011_BLDG03,CUST002,Retail,Chennai,Lifestyle Center,Chennai Lifestyle Center
ASSET000361,POS,POS Terminal,Sales,NCR,2019-09-07,2024-09-05,SITE011,SITE011_BLDG02,CUST002,Retail,Chennai,Lifestyle Center,Chennai Lifestyle Center
ASSET000362,UPS,UPS,Power,APC,2023-10-13,2028-10-11,SITE011,SITE011_BLDG03,CUST002,Retail,Chennai,Lifestyle Center,Chennai Lifestyle Center
ASSET000363,Barcode Scanner,Barcode Scanner,Sales,Zebra,2024-07-01,2029-06-30,SITE011,SITE011_BLDG03,CUST002,Retail,Chennai,Lifestyle Center,Chennai Lifestyle Center
ASSET000364,Server,Server Rack,IT,Dell,2019-10-29,2024-10-27,SITE011,SITE011_BLDG01,CUST002,Retail,Chennai,Lifestyle Center,Chennai Lifestyle Center
ASSET000365,Escalator,Escalator,Infrastructure,Otis,2025-10-27,2030-10-26,SITE011,SITE011_BLDG01,CUST002,Retail,Chennai,Lifestyle Center,Chennai Lifestyle Center
ASSET000366,Barcode Scanner,Barcode Scanner,Sales,Zebra,2020-05-31,2025-05-30,SITE011,SITE011_BLDG02,CUST002,Retail,Chennai,Lifestyle Center,Chennai Lifestyle Center
ASSET000367,Escalator,Escalator,Infrastructure,Otis,2023-04-10,2028-04-08,SITE011,SITE011_BLDG03,CUST002,Retail,Chennai,Lifestyle Center,Chennai Lifestyle Center
ASSET000368,AHU,HVAC Unit,Infrastructure,Daikin,2024-02-02,2029-01-31,SITE011,SITE011_BLDG03,CUST002,Retail,Chennai,Lifestyle Center,Chennai Lifestyle Center
ASSET000369,UPS,UPS,Power,APC,2020-02-11,2025-02-09,SITE011,SITE011_BLDG03,CUST002,Retail,Chennai,Lifestyle Center,Chennai Lifestyle Center
ASSET000370,Barcode Scanner,Barcode Scanner,Sales,Zebra,2025-03-08,2030-03-07,SITE011,SITE011_BLDG03,CUST002,Retail,Chennai,Lifestyle Center,Chennai Lifestyle Center
ASSET000371,Display,Digital Signage,Marketing,LG,2023-10-28,2028-10-26,SITE011,SITE011_BLDG02,CUST002,Retail,Chennai,Lifestyle Center,Chennai Lifestyle Center
ASSET000372,Display,Digital Signage,Marketing,LG,2023-08-22,2028-08-20,SITE011,SITE011_BLDG02,CUST002,Retail,Chennai,Lifestyle Center,Chennai Lifestyle Center
ASSET000373,Server,Server Rack,IT,Dell,2023-06-22,2028-06-20,SITE011,SITE011_BLDG02,CUST002,Retail,Chennai,Lifestyle Center,Chennai Lifestyle Center
ASSET000374,Barcode Scanner,Barcode Scanner,Sales,Zebra,2022-07-04,2027-07-03,SITE011,SITE011_BLDG02,CUST002,Retail,Chennai,Lifestyle Center,Chennai Lifestyle Center
ASSET000375,Escalator,Escalator,Infrastructure,Otis,2021-11-10,2026-11-09,SITE011,SITE011_BLDG02,CUST002,Retail,Chennai,Lifestyle Center,Chennai Lifestyle Center
ASSET000376,CCTV,CCTV Camera,Security,Hikvision,2024-04-26,2029-04-25,SITE011,SITE011_BLDG01,CUST002,Retail,Chennai,Lifestyle Center,Chennai Lifestyle Center
ASSET000377,Barcode Scanner,Barcode Scanner,Sales,Zebra,2019-12-16,2024-12-14,SITE011,SITE011_BLDG01,CUST002,Retail,Chennai,Lifestyle Center,Chennai Lifestyle Center
ASSET000378,UPS,UPS,Power,APC,2020-01-31,2025-01-29,SITE011,SITE011_BLDG03,CUST002,Retail,Chennai,Lifestyle Center,Chennai Lifestyle Center
ASSET000379,Escalator,Escalator,Infrastructure,Otis,2020-06-16,2025-06-15,SITE011,SITE011_BLDG03,CUST002,Retail,Chennai,Lifestyle Center,Chennai Lifestyle Center
ASSET000380,POS,POS Terminal,Sales,NCR,2025-07-30,2030-07-29,SITE011,SITE011_BLDG03,CUST002,Retail,Chennai,Lifestyle Center,Chennai Lifestyle Center
ASSET000381,Escalator,Escalator,Infrastructure,Otis,2020-05-15,2025-05-14,SITE011,SITE011_BLDG02,CUST002,Retail,Chennai,Lifestyle Center,Chennai Lifestyle Center
ASSET000382,Escalator,Escalator,Infrastructure,Otis,2023-09-29,2028-09-27,SITE011,SITE011_BLDG03,CUST002,Retail,Chennai,Lifestyle Center,Chennai Lifestyle Center
ASSET000383,POS,POS Terminal,Sales,NCR,2022-03-24,2027-03-23,SITE011,SITE011_BLDG03,CUST002,Retail,Chennai,Lifestyle Center,Chennai Lifestyle Center
ASSET000384,AHU,HVAC Unit,Infrastructure,Daikin,2022-12-11,2027-12-10,SITE011,SITE011_BLDG01,CUST002,Retail,Chennai,Lifestyle Center,Chennai Lifestyle Center
ASSET000385,Display,Digital Signage,Marketing,LG,2020-09-25,2025-09-24,SITE011,SITE011_BLDG03,CUST002,Retail,Chennai,Lifestyle Center,Chennai Lifestyle Center
ASSET000386,Server,Server Rack,IT,Dell,2021-07-07,2026-07-06,SITE011,SITE011_BLDG01,CUST002,Retail,Chennai,Lifestyle Center,Chennai Lifestyle Center
ASSET000387,Escalator,Escalator,Infrastructure,Otis,2025-03-28,2030-03-27,SITE011,SITE011_BLDG02,CUST002,Retail,Chennai,Lifestyle Center,Chennai Lifestyle Center
ASSET000388,Barcode Scanner,Barcode Scanner,Sales,Zebra,2022-02-15,2027-02-14,SITE011,SITE011_BLDG03,CUST002,Retail,Chennai,Lifestyle Center,Chennai Lifestyle Center
ASSET000389,Display,Digital Signage,Marketing,LG,2023-10-24,2028-10-22,SITE011,SITE011_BLDG03,CUST002,Retail,Chennai,Lifestyle Center,Chennai Lifestyle Center
ASSET000390,POS,POS Terminal,Sales,NCR,2025-10-30,2030-10-29,SITE011,SITE011_BLDG03,CUST002,Retail,Chennai,Lifestyle Center,Chennai Lifestyle Center
ASSET000391,AHU,HVAC Unit,Infrastructure,Daikin,2019-04-29,2024-04-27,SITE011,SITE011_BLDG01,CUST002,Retail,Chennai,Lifestyle Center,Chennai Lifestyle Center
ASSET000392,AHU,HVAC Unit,Infrastructure,Daikin,2022-10-23,2027-10-22,SITE012,SITE012_BLDG01,CUST002,Retail,Coimbatore,Lifestyle Center,Coimbatore Lifestyle Center
ASSET000393,POS,POS Terminal,Sales,NCR,2021-01-13,2026-01-12,SITE012,SITE012_BLDG01,CUST002,Retail,Coimbatore,Lifestyle Center,Coimbatore Lifestyle Center
ASSET000394,UPS,UPS,Power,APC,2019-10-13,2024-10-11,SITE012,SITE012_BLDG01,CUST002,Retail,Coimbatore,Lifestyle Center,Coimbatore Lifestyle Center
ASSET000395,POS,POS Terminal,Sales,NCR,2020-01-11,2025-01-09,SITE012,SITE012_BLDG01,CUST002,Retail,Coimbatore,Lifestyle Center,Coimbatore Lifestyle Center
ASSET000396,UPS,UPS,Power,APC,2023-09-16,2028-09-14,SITE012,SITE012_BLDG01,CUST002,Retail,Coimbatore,Lifestyle Center,Coimbatore Lifestyle Center
ASSET000397,Escalator,Escalator,Infrastructure,Otis,2020-10-06,2025-10-05,SITE012,SITE012_BLDG01,CUST002,Retail,Coimbatore,Lifestyle Center,Coimbatore Lifestyle Center
ASSET000398,AHU,HVAC Unit,Infrastructure,Daikin,2022-08-21,2027-08-20,SITE012,SITE012_BLDG01,CUST002,Retail,Coimbatore,Lifestyle Center,Coimbatore Lifestyle Center
ASSET000399,POS,POS Terminal,Sales,NCR,2020-09-29,2025-09-28,SITE012,SITE012_BLDG01,CUST002,Retail,Coimbatore,Lifestyle Center,Coimbatore Lifestyle Center
ASSET000400,POS,POS Terminal,Sales,NCR,2019-12-01,2024-11-29,SITE012,SITE012_BLDG01,CUST002,Retail,Coimbatore,Lifestyle Center,Coimbatore Lifestyle Center
ASSET000401,Server,Server Rack,IT,Dell,2023-10-03,2028-10-01,SITE012,SITE012_BLDG01,CUST002,Retail,Coimbatore,Lifestyle Center,Coimbatore Lifestyle Center
ASSET000402,Server,Server Rack,IT,Dell,2023-08-24,2028-08-22,SITE012,SITE012_BLDG01,CUST002,Retail,Coimbatore,Lifestyle Center,Coimbatore Lifestyle Center
ASSET000403,Display,Digital Signage,Marketing,LG,2024-09-29,2029-09-28,SITE012,SITE012_BLDG01,CUST002,Retail,Coimbatore,Lifestyle Center,Coimbatore Lifestyle Center
ASSET000404,Escalator,Escalator,Infrastructure,Otis,2023-10-27,2028-10-25,SITE012,SITE012_BLDG01,CUST002,Retail,Coimbatore,Lifestyle Center,Coimbatore Lifestyle Center
ASSET000405,AHU,HVAC Unit,Infrastructure,Daikin,2025-08-26,2030-08-25,SITE012,SITE012_BLDG01,CUST002,Retail,Coimbatore,Lifestyle Center,Coimbatore Lifestyle Center
ASSET000406,AHU,HVAC Unit,Infrastructure,Daikin,2019-07-06,2024-07-04,SITE012,SITE012_BLDG01,CUST002,Retail,Coimbatore,Lifestyle Center,Coimbatore Lifestyle Center
ASSET000407,UPS,UPS,Power,APC,2025-09-20,2030-09-19,SITE012,SITE012_BLDG01,CUST002,Retail,Coimbatore,Lifestyle Center,Coimbatore Lifestyle Center
ASSET000408,POS,POS Terminal,Sales,NCR,2021-04-17,2026-04-16,SITE012,SITE012_BLDG01,CUST002,Retail,Coimbatore,Lifestyle Center,Coimbatore Lifestyle Center
ASSET000409,Display,Digital Signage,Marketing,LG,2020-07-16,2025-07-15,SITE012,SITE012_BLDG01,CUST002,Retail,Coimbatore,Lifestyle Center,Coimbatore Lifestyle Center
ASSET000410,AHU,HVAC Unit,Infrastructure,Daikin,2022-09-05,2027-09-04,SITE012,SITE012_BLDG01,CUST002,Retail,Coimbatore,Lifestyle Center,Coimbatore Lifestyle Center
ASSET000411,POS,POS Terminal,Sales,NCR,2024-07-30,2029-07-29,SITE012,SITE012_BLDG01,CUST002,Retail,Coimbatore,Lifestyle Center,Coimbatore Lifestyle Center
ASSET000412,CCTV,CCTV Camera,Security,Hikvision,2020-06-13,2025-06-12,SITE012,SITE012_BLDG01,CUST002,Retail,Coimbatore,Lifestyle Center,Coimbatore Lifestyle Center
ASSET000413,Display,Digital Signage,Marketing,LG,2024-08-11,2029-08-10,SITE012,SITE012_BLDG01,CUST002,Retail,Coimbatore,Lifestyle Center,Coimbatore Lifestyle Center
ASSET000414,Barcode Scanner,Barcode Scanner,Sales,Zebra,2023-06-15,2028-06-13,SITE012,SITE012_BLDG01,CUST002,Retail,Coimbatore,Lifestyle Center,Coimbatore Lifestyle Center
ASSET000415,UPS,UPS,Power,APC,2019-03-18,2024-03-16,SITE012,SITE012_BLDG01,CUST002,Retail,Coimbatore,Lifestyle Center,Coimbatore Lifestyle Center
ASSET000416,Barcode Scanner,Barcode Scanner,Sales,Zebra,2022-07-06,2027-07-05,SITE012,SITE012_BLDG01,CUST002,Retail,Coimbatore,Lifestyle Center,Coimbatore Lifestyle Center
ASSET000417,UPS,UPS,Power,APC,2023-09-07,2028-09-05,SITE012,SITE012_BLDG01,CUST002,Retail,Coimbatore,Lifestyle Center,Coimbatore Lifestyle Center
ASSET000418,Barcode Scanner,Barcode Scanner,Sales,Zebra,2023-07-18,2028-07-16,SITE012,SITE012_BLDG01,CUST002,Retail,Coimbatore,Lifestyle Center,Coimbatore Lifestyle Center
ASSET000419,Escalator,Escalator,Infrastructure,Otis,2020-12-04,2025-12-03,SITE012,SITE012_BLDG01,CUST002,Retail,Coimbatore,Lifestyle Center,Coimbatore Lifestyle Center
ASSET000420,Escalator,Escalator,Infrastructure,Otis,2019-12-27,2024-12-25,SITE013,SITE013_BLDG02,CUST002,Retail,Kochi,Lifestyle Center,Kochi Lifestyle Center
ASSET000421,Barcode Scanner,Barcode Scanner,Sales,Zebra,2021-09-23,2026-09-22,SITE013,SITE013_BLDG02,CUST002,Retail,Kochi,Lifestyle Center,Kochi Lifestyle Center
ASSET000422,UPS,UPS,Power,APC,2024-11-16,2029-11-15,SITE013,SITE013_BLDG01,CUST002,Retail,Kochi,Lifestyle Center,Kochi Lifestyle Center
ASSET000423,UPS,UPS,Power,APC,2022-06-24,2027-06-23,SITE013,SITE013_BLDG03,CUST002,Retail,Kochi,Lifestyle Center,Kochi Lifestyle Center
ASSET000424,Escalator,Escalator,Infrastructure,Otis,2021-06-26,2026-06-25,SITE013,SITE013_BLDG02,CUST002,Retail,Kochi,Lifestyle Center,Kochi Lifestyle Center
ASSET000425,CCTV,CCTV Camera,Security,Hikvision,2019-11-09,2024-11-07,SITE013,SITE013_BLDG03,CUST002,Retail,Kochi,Lifestyle Center,Kochi Lifestyle Center
ASSET000426,Barcode Scanner,Barcode Scanner,Sales,Zebra,2024-12-13,2029-12-12,SITE013,SITE013_BLDG03,CUST002,Retail,Kochi,Lifestyle Center,Kochi Lifestyle Center
ASSET000427,Display,Digital Signage,Marketing,LG,2022-12-02,2027-12-01,SITE013,SITE013_BLDG02,CUST002,Retail,Kochi,Lifestyle Center,Kochi Lifestyle Center
ASSET000428,CCTV,CCTV Camera,Security,Hikvision,2021-08-25,2026-08-24,SITE013,SITE013_BLDG01,CUST002,Retail,Kochi,Lifestyle Center,Kochi Lifestyle Center
ASSET000429,CCTV,CCTV Camera,Security,Hikvision,2021-11-14,2026-11-13,SITE013,SITE013_BLDG01,CUST002,Retail,Kochi,Lifestyle Center,Kochi Lifestyle Center
ASSET000430,CCTV,CCTV Camera,Security,Hikvision,2025-10-03,2030-10-02,SITE013,SITE013_BLDG01,CUST002,Retail,Kochi,Lifestyle Center,Kochi Lifestyle Center
ASSET000431,Barcode Scanner,Barcode Scanner,Sales,Zebra,2020-12-26,2025-12-25,SITE013,SITE013_BLDG03,CUST002,Retail,Kochi,Lifestyle Center,Kochi Lifestyle Center
ASSET000432,Server,Server Rack,IT,Dell,2024-03-15,2029-03-14,SITE013,SITE013_BLDG03,CUST002,Retail,Kochi,Lifestyle Center,Kochi Lifestyle Center
ASSET000433,Server,Server Rack,IT,Dell,2025-05-01,2030-04-30,SITE013,SITE013_BLDG03,CUST002,Retail,Kochi,Lifestyle Center,Kochi Lifestyle Center
ASSET000434,Escalator,Escalator,Infrastructure,Otis,2022-07-18,2027-07-17,SITE013,SITE013_BLDG01,CUST002,Retail,Kochi,Lifestyle Center,Kochi Lifestyle Center
ASSET000435,Server,Server Rack,IT,Dell,2019-10-07,2024-10-05,SITE013,SITE013_BLDG02,CUST002,Retail,Kochi,Lifestyle Center,Kochi Lifestyle Center
ASSET000436,Server,Server Rack,IT,Dell,2022-05-25,2027-05-24,SITE013,SITE013_BLDG02,CUST002,Retail,Kochi,Lifestyle Center,Kochi Lifestyle Center
ASSET000437,POS,POS Terminal,Sales,NCR,2022-12-12,2027-12-11,SITE013,SITE013_BLDG03,CUST002,Retail,Kochi,Lifestyle Center,Kochi Lifestyle Center
ASSET000438,Barcode Scanner,Barcode Scanner,Sales,Zebra,2022-06-25,2027-06-24,SITE013,SITE013_BLDG02,CUST002,Retail,Kochi,Lifestyle Center,Kochi Lifestyle Center
ASSET000439,Server,Server Rack,IT,Dell,2019-06-04,2024-06-02,SITE013,SITE013_BLDG01,CUST002,Retail,Kochi,Lifestyle Center,Kochi Lifestyle Center
ASSET000440,Escalator,Escalator,Infrastructure,Otis,2022-03-21,2027-03-20,SITE013,SITE013_BLDG01,CUST002,Retail,Kochi,Lifestyle Center,Kochi Lifestyle Center
ASSET000441,Barcode Scanner,Barcode Scanner,Sales,Zebra,2025-11-24,2030-11-23,SITE013,SITE013_BLDG03,CUST002,Retail,Kochi,Lifestyle Center,Kochi Lifestyle Center
ASSET000442,UPS,UPS,Power,APC,2024-03-10,2029-03-09,SITE013,SITE013_BLDG03,CUST002,Retail,Kochi,Lifestyle Center,Kochi Lifestyle Center
ASSET000443,POS,POS Terminal,Sales,NCR,2024-01-17,2029-01-15,SITE013,SITE013_BLDG03,CUST002,Retail,Kochi,Lifestyle Center,Kochi Lifestyle Center
ASSET000444,Display,Digital Signage,Marketing,LG,2022-08-09,2027-08-08,SITE013,SITE013_BLDG03,CUST002,Retail,Kochi,Lifestyle Center,Kochi Lifestyle Center
ASSET000445,Server,Server Rack,IT,Dell,2024-08-15,2029-08-14,SITE013,SITE013_BLDG01,CUST002,Retail,Kochi,Lifestyle Center,Kochi Lifestyle Center
ASSET000446,POS,POS Terminal,Sales,NCR,2024-01-20,2029-01-18,SITE013,SITE013_BLDG01,CUST002,Retail,Kochi,Lifestyle Center,Kochi Lifestyle Center
ASSET000447,Escalator,Escalator,Infrastructure,Otis,2019-12-12,2024-12-10,SITE013,SITE013_BLDG03,CUST002,Retail,Kochi,Lifestyle Center,Kochi Lifestyle Center
ASSET000448,CCTV,CCTV Camera,Security,Hikvision,2019-06-10,2024-06-08,SITE013,SITE013_BLDG01,CUST002,Retail,Kochi,Lifestyle Center,Kochi Lifestyle Center
ASSET000449,Server,Server Rack,IT,Dell,2023-12-05,2028-12-03,SITE013,SITE013_BLDG03,CUST002,Retail,Kochi,Lifestyle Center,Kochi Lifestyle Center
ASSET000450,CCTV,CCTV Camera,Security,Hikvision,2023-01-30,2028-01-29,SITE013,SITE013_BLDG02,CUST002,Retail,Kochi,Lifestyle Center,Kochi Lifestyle Center
ASSET000451,AHU,HVAC Unit,Infrastructure,Daikin,2023-05-06,2028-05-04,SITE013,SITE013_BLDG02,CUST002,Retail,Kochi,Lifestyle Center,Kochi Lifestyle Center
ASSET000452,Escalator,Escalator,Infrastructure,Otis,2025-09-14,2030-09-13,SITE013,SITE013_BLDG01,CUST002,Retail,Kochi,Lifestyle Center,Kochi Lifestyle Center
ASSET000453,Escalator,Escalator,Infrastructure,Otis,2019-09-27,2024-09-25,SITE013,SITE013_BLDG02,CUST002,Retail,Kochi,Lifestyle Center,Kochi Lifestyle Center
ASSET000454,Barcode Scanner,Barcode Scanner,Sales,Zebra,2025-04-04,2030-04-03,SITE013,SITE013_BLDG03,CUST002,Retail,Kochi,Lifestyle Center,Kochi Lifestyle Center
ASSET000455,UPS,UPS,Power,APC,2022-03-09,2027-03-08,SITE013,SITE013_BLDG02,CUST002,Retail,Kochi,Lifestyle Center,Kochi Lifestyle Center
ASSET000456,CCTV,CCTV Camera,Security,Hikvision,2022-09-27,2027-09-26,SITE013,SITE013_BLDG01,CUST002,Retail,Kochi,Lifestyle Center,Kochi Lifestyle Center
ASSET000457,CCTV,CCTV Camera,Security,Hikvision,2022-12-03,2027-12-02,SITE013,SITE013_BLDG02,CUST002,Retail,Kochi,Lifestyle Center,Kochi Lifestyle Center
ASSET000458,UPS,UPS,Power,APC,2020-06-12,2025-06-11,SITE013,SITE013_BLDG03,CUST002,Retail,Kochi,Lifestyle Center,Kochi Lifestyle Center
ASSET000459,Barcode Scanner,Barcode Scanner,Sales,Zebra,2022-06-22,2027-06-21,SITE013,SITE013_BLDG03,CUST002,Retail,Kochi,Lifestyle Center,Kochi Lifestyle Center
ASSET000460,UPS,UPS,Power,APC,2022-09-07,2027-09-06,SITE013,SITE013_BLDG01,CUST002,Retail,Kochi,Lifestyle Center,Kochi Lifestyle Center
ASSET000461,Barcode Scanner,Barcode Scanner,Sales,Zebra,2023-10-01,2028-09-29,SITE013,SITE013_BLDG03,CUST002,Retail,Kochi,Lifestyle Center,Kochi Lifestyle Center
ASSET000462,Escalator,Escalator,Infrastructure,Otis,2019-03-16,2024-03-14,SITE013,SITE013_BLDG02,CUST002,Retail,Kochi,Lifestyle Center,Kochi Lifestyle Center
ASSET000463,AHU,HVAC Unit,Infrastructure,Daikin,2021-01-08,2026-01-07,SITE013,SITE013_BLDG01,CUST002,Retail,Kochi,Lifestyle Center,Kochi Lifestyle Center
ASSET000464,Escalator,Escalator,Infrastructure,Otis,2024-06-14,2029-06-13,SITE013,SITE013_BLDG01,CUST002,Retail,Kochi,Lifestyle Center,Kochi Lifestyle Center
ASSET000465,Display,Digital Signage,Marketing,LG,2020-07-17,2025-07-16,SITE013,SITE013_BLDG01,CUST002,Retail,Kochi,Lifestyle Center,Kochi Lifestyle Center
ASSET000466,AHU,HVAC Unit,Infrastructure,Daikin,2020-02-19,2025-02-17,SITE014,SITE014_BLDG01,CUST002,Retail,Chennai,City Mall,Chennai City Mall
ASSET000467,Escalator,Escalator,Infrastructure,Otis,2025-12-06,2030-12-05,SITE014,SITE014_BLDG01,CUST002,Retail,Chennai,City Mall,Chennai City Mall
ASSET000468,UPS,UPS,Power,APC,2020-09-23,2025-09-22,SITE014,SITE014_BLDG01,CUST002,Retail,Chennai,City Mall,Chennai City Mall
ASSET000469,CCTV,CCTV Camera,Security,Hikvision,2020-11-09,2025-11-08,SITE014,SITE014_BLDG02,CUST002,Retail,Chennai,City Mall,Chennai City Mall
ASSET000470,POS,POS Terminal,Sales,NCR,2023-08-10,2028-08-08,SITE014,SITE014_BLDG02,CUST002,Retail,Chennai,City Mall,Chennai City Mall
ASSET000471,Display,Digital Signage,Marketing,LG,2023-12-25,2028-12-23,SITE014,SITE014_BLDG02,CUST002,Retail,Chennai,City Mall,Chennai City Mall
ASSET000472,Server,Server Rack,IT,Dell,2021-08-16,2026-08-15,SITE014,SITE014_BLDG01,CUST002,Retail,Chennai,City Mall,Chennai City Mall
ASSET000473,AHU,HVAC Unit,Infrastructure,Daikin,2024-04-05,2029-04-04,SITE014,SITE014_BLDG01,CUST002,Retail,Chennai,City Mall,Chennai City Mall
ASSET000474,Escalator,Escalator,Infrastructure,Otis,2025-05-25,2030-05-24,SITE014,SITE014_BLDG02,CUST002,Retail,Chennai,City Mall,Chennai City Mall
ASSET000475,Server,Server Rack,IT,Dell,2022-02-28,2027-02-27,SITE014,SITE014_BLDG02,CUST002,Retail,Chennai,City Mall,Chennai City Mall
ASSET000476,UPS,UPS,Power,APC,2020-10-25,2025-10-24,SITE014,SITE014_BLDG01,CUST002,Retail,Chennai,City Mall,Chennai City Mall
ASSET000477,CCTV,CCTV Camera,Security,Hikvision,2021-10-21,2026-10-20,SITE014,SITE014_BLDG01,CUST002,Retail,Chennai,City Mall,Chennai City Mall
ASSET000478,Server,Server Rack,IT,Dell,2023-03-01,2028-02-28,SITE014,SITE014_BLDG01,CUST002,Retail,Chennai,City Mall,Chennai City Mall
