asset_id,site_id,building_id,customer_id,asset_type,asset_name,category,manufacturer,installation_date,warranty_expiry
ASSET000208,SITE006,SITE006_BLDG03,CUST001,Monitor,Patient Monitor,Monitoring,Mindray,2025-05-18,2030-05-17
ASSET000209,SITE006,SITE006_BLDG03,CUST001,MRI,MRI Scanner,Medical Equipment,GE Healthcare,2025-11-02,2030-11-01
ASSET000210,SITE006,SITE006_BLDG03,CUST001,CT Scanner,CT Scanner,Medical Equipment,Siemens,2021-05-01,2026-04-30
ASSET000211,SITE006,SITE006_BLDG03,CUST001,Ventilator,Ventilator,Life Support,Dräger,2021-12-19,2026-12-18
ASSET000212,SITE006,SITE006_BLDG01,CUST001,CT Scanner,CT Scanner,Medical Equipment,Siemens,2020-10-05,2025-10-04
ASSET000213,SITE006,SITE006_BLDG01,CUST001,X-Ray,X-Ray Machine,Medical Equipment,Philips,2025-03-10,2030-03-09
ASSET000214,SITE006,SITE006_BLDG02,CUST001,X-Ray,X-Ray Machine,Medical Equipment,Philips,2019-01-11,2024-01-10
ASSET000215,SITE006,SITE006_BLDG02,CUST001,Infusion Pump,Infusion Pump,Therapy,Baxter,2025-08-29,2030-08-28
ASSET000216,SITE006,SITE006_BLDG01,CUST001,Monitor,Patient Monitor,Monitoring,Mindray,2019-05-14,2024-05-12
ASSET000217,SITE006,SITE006_BLDG03,CUST001,Monitor,Patient Monitor,Monitoring,Mindray,2022-03-04,2027-03-03
ASSET000218,SITE006,SITE006_BLDG03,CUST001,Infusion Pump,Infusion Pump,Therapy,Baxter,2019-10-19,2024-10-17
ASSET000219,SITE006,SITE006_BLDG03,CUST001,Ventilator,Ventilator,Life Support,Dräger,2021-12-19,2026-12-18
ASSET000220,SITE006,SITE006_BLDG02,CUST001,AHU,HVAC Unit,Infrastructure,Daikin,2021-03-21,2026-03-20
ASSET000221,SITE006,SITE006_BLDG01,CUST001,CT Scanner,CT Scanner,Medical Equipment,Siemens,2025-02-08,2030-02-07
ASSET000222,SITE006,SITE006_BLDG01,CUST001,X-Ray,X-Ray Machine,Medical Equipment,Philips,2021-12-24,2026-12-23
ASSET000223,SITE006,SITE006_BLDG01,CUST001,CT Scanner,CT Scanner,Medical Equipment,Siemens,2019-09-02,2024-08-31
ASSET000224,SITE006,SITE006_BLDG03,CUST001,Monitor,Patient Monitor,Monitoring,Mindray,2025-09-03,2030-09-02
ASSET000225,SITE006,SITE006_BLDG02,CUST001,AHU,HVAC Unit,Infrastructure,Daikin,2022-03-28,2027-03-27
ASSET000226,SITE006,SITE006_BLDG03,CUST001,CT Scanner,CT Scanner,Medical Equipment,Siemens,2024-04-03,2029-04-02
ASSET000227,SITE006,SITE006_BLDG02,CUST001,Monitor,Patient Monitor,Monitoring,Mindray,2023-07-07,2028-07-05
ASSET000228,SITE006,SITE006_BLDG02,CUST001,Defibrillator,Defibrillator,Emergency,ZOLL,2025-01-20,2030-01-19
ASSET000229,SITE006,SITE006_BLDG03,CUST001,Infusion Pump,Infusion Pump,Therapy,Baxter,2019-11-26,2024-11-24
ASSET000230,SITE006,SITE006_BLDG03,CUST001,MRI,MRI Scanner,Medical Equipment,GE Healthcare,2023-11-05,2028-11-03
ASSET000231,SITE006,SITE006_BLDG02,CUST001,ECG,ECG Machine,Diagnostic,BPL,2025-10-08,2030-10-07
ASSET000232,SITE006,SITE006_BLDG01,CUST001,MRI,MRI Scanner,Medical Equipment,GE Healthcare,2020-01-10,2025-01-08
ASSET000233,SITE006,SITE006_BLDG01,CUST001,AHU,HVAC Unit,Infrastructure,Daikin,2025-08-01,2030-07-31
ASSET000234,SITE007,SITE007_BLDG01,CUST001,Monitor,Patient Monitor,Monitoring,Mindray,2025-06-18,2030-06-17
ASSET000235,SITE007,SITE007_BLDG05,CUST001,X-Ray,X-Ray Machine,Medical Equipment,Philips,2024-04-11,2029-04-10
ASSET000236,SITE007,SITE007_BLDG02,CUST001,Infusion Pump,Infusion Pump,Therapy,Baxter,2022-02-13,2027-02-12
ASSET000237,SITE007,SITE007_BLDG04,CUST001,AHU,HVAC Unit,Infrastructure,Daikin,2023-11-21,2028-11-19
ASSET000238,SITE007,SITE007_BLDG03,CUST001,CT Scanner,CT Scanner,Medical Equipment,Siemens,2024-04-09,2029-04-08
ASSET000239,SITE007,SITE007_BLDG03,CUST001,Ultrasound,Ultrasound Machine,Imaging,Samsung,2022-09-27,2027-09-26
ASSET000240,SITE007,SITE007_BLDG03,CUST001,CT Scanner,CT Scanner,Medical Equipment,Siemens,2020-10-20,2025-10-19
ASSET000241,SITE007,SITE007_BLDG03,CUST001,Ultrasound,Ultrasound Machine,Imaging,Samsung,2024-07-22,2029-07-21
ASSET000242,SITE007,SITE007_BLDG01,CUST001,Ultrasound,Ultrasound Machine,Imaging,Samsung,2025-03-03,2030-03-02
ASSET000243,SITE007,SITE007_BLDG03,CUST001,Infusion Pump,Infusion Pump,Therapy,Baxter,2019-12-27,2024-12-25
ASSET000244,SITE007,SITE007_BLDG01,CUST001,Monitor,Patient Monitor,Monitoring,Mindray,2022-08-17,2027-08-16
ASSET000245,SITE007,SITE007_BLDG01,CUST001,Ultrasound,Ultrasound Machine,Imaging,Samsung,2024-10-08,2029-10-07
ASSET000246,SITE007,SITE007_BLDG04,CUST001,Defibrillator,Defibrillator,Emergency,ZOLL,2024-03-07,2029-03-06
ASSET000247,SITE007,SITE007_BLDG05,CUST001,MRI,MRI Scanner,Medical Equipment,GE Healthcare,2021-02-07,2026-02-06
ASSET000248,SITE007,SITE007_BLDG04,CUST001,ECG,ECG Machine,Diagnostic,BPL,2025-12-25,2030-12-24
ASSET000249,SITE007,SITE007_BLDG02,CUST001,Infusion Pump,Infusion Pump,Therapy,Baxter,2019-07-31,2024-07-29
ASSET000250,SITE007,SITE007_BLDG02,CUST001,Monitor,Patient Monitor,Monitoring,Mindray,2025-02-27,2030-02-26
ASSET000251,SITE007,SITE007_BLDG04,CUST001,Monitor,Patient Monitor,Monitoring,Mindray,2023-11-30,2028-11-28
ASSET000252,SITE007,SITE007_BLDG05,CUST001,CT Scanner,CT Scanner,Medical Equipment,Siemens,2019-04-29,2024-04-27
ASSET000253,SITE007,SITE007_BLDG03,CUST001,Ventilator,Ventilator,Life Support,Dräger,2020-10-10,2025-10-09
ASSET000254,SITE007,SITE007_BLDG05,CUST001,Defibrillator,Defibrillator,Emergency,ZOLL,2019-02-26,2024-02-25
ASSET000255,SITE007,SITE007_BLDG02,CUST001,Ultrasound,Ultrasound Machine,Imaging,Samsung,2020-01-17,2025-01-15
ASSET000256,SITE007,SITE007_BLDG01,CUST001,CT Scanner,CT Scanner,Medical Equipment,Siemens,2024-03-05,2029-03-04
ASSET000257,SITE007,SITE007_BLDG03,CUST001,X-Ray,X-Ray Machine,Medical Equipment,Philips,2024-08-03,2029-08-02
ASSET000258,SITE007,SITE007_BLDG04,CUST001,Defibrillator,Defibrillator,Emergency,ZOLL,2022-01-24,2027-01-23
ASSET000259,SITE007,SITE007_BLDG02,CUST001,Infusion Pump,Infusion Pump,Therapy,Baxter,2024-04-18,2029-04-17
ASSET000260,SITE007,SITE007_BLDG02,CUST001,Infusion Pump,Infusion Pump,Therapy,Baxter,2025-03-07,2030-03-06
ASSET000261,SITE007,SITE007_BLDG05,CUST001,Ultrasound,Ultrasound Machine,Imaging,Samsung,2021-02-19,2026-02-18
ASSET000262,SITE007,SITE007_BLDG01,CUST001,Defibrillator,Defibrillator,Emergency,ZOLL,2020-07-13,2025-07-12
ASSET000263,SITE007,SITE007_BLDG03,CUST001,Monitor,Patient Monitor,Monitoring,Mindray,2023-08-27,2028-08-25
ASSET000264,SITE007,SITE007_BLDG01,CUST001,Defibrillator,Defibrillator,Emergency,ZOLL,2021-12-30,2026-12-29
ASSET000265,SITE007,SITE007_BLDG05,CUST001,Monitor,Patient Monitor,Monitoring,Mindray,2022-05-07,2027-05-06
ASSET000266,SITE007,SITE007_BLDG02,CUST001,AHU,HVAC Unit,Infrastructure,Daikin,2024-06-28,2029-06-27
ASSET000267,SITE007,SITE007_BLDG04,CUST001,Infusion Pump,Infusion Pump,Therapy,Baxter,2025-01-15,2030-01-14
ASSET000268,SITE007,SITE007_BLDG05,CUST001,ECG,ECG Machine,Diagnostic,BPL,2022-09-23,2027-09-22
ASSET000269,SITE007,SITE007_BLDG04,CUST001,Defibrillator,Defibrillator,Emergency,ZOLL,2023-03-26,2028-03-24
ASSET000270,SITE007,SITE007_BLDG02,CUST001,ECG,ECG Machine,Diagnostic,BPL,2021-02-11,2026-02-10
ASSET000271,SITE007,SITE007_BLDG02,CUST001,AHU,HVAC Unit,Infrastructure,Daikin,2023-04-18,2028-04-16
ASSET000272,SITE007,SITE007_BLDG03,CUST001,Ultrasound,Ultrasound Machine,Imaging,Samsung,2019-06-28,2024-06-26
ASSET000273,SITE007,SITE007_BLDG04,CUST001,Infusion Pump,Infusion Pump,Therapy,Baxter,2023-04-11,2028-04-09
ASSET000274,SITE007,SITE007_BLDG01,CUST001,X-Ray,X-Ray Machine,Medical Equipment,Philips,2024-07-21,2029-07-20
ASSET000275,SITE007,SITE007_BLDG05,CUST001,X-Ray,X-Ray Machine,Medical Equipment,Philips,2024-08-19,2029-08-18
ASSET000276,SITE007,SITE007_BLDG04,CUST001,ECG,ECG Machine,Diagnostic,BPL,2020-02-16,2025-02-14
ASSET000277,SITE007,SITE007_BLDG04,CUST001,CT Scanner,CT Scanner,Medical Equipment,Siemens,2024-11-24,2029-11-23
ASSET000278,SITE008,SITE008_BLDG01,CUST001,X-Ray,X-Ray Machine,Medical Equipment,Philips,2023-08-07,2028-08-05
ASSET000279,SITE008,SITE008_BLDG02,CUST001,CT Scanner,CT Scanner,Medical Equipment,Siemens,2024-04-07,2029-04-06
ASSET000280,SITE008,SITE008_BLDG02,CUST001,ECG,ECG Machine,Diagnostic,BPL,2025-12-27,2030-12-26
ASSET000281,SITE008,SITE008_BLDG02,CUST001,CT Scanner,CT Scanner,Medical Equipment,Siemens,2022-09-07,2027-09-06
ASSET000282,SITE008,SITE008_BLDG01,CUST001,ECG,ECG Machine,Diagnostic,BPL,2024-06-21,2029-06-20
ASSET000283,SITE008,SITE008_BLDG01,CUST001,AHU,HVAC Unit,Infrastructure,Daikin,2019-10-08,2024-10-06
ASSET000284,SITE008,SITE008_BLDG01,CUST001,Monitor,Patient Monitor,Monitoring,Mindray,2021-07-20,2026-07-19
ASSET000285,SITE008,SITE008_BLDG01,CUST001,Ultrasound,Ultrasound Machine,Imaging,Samsung,2020-02-08,2025-02-06
ASSET000286,SITE008,SITE008_BLDG02,CUST001,Infusion Pump,Infusion Pump,Therapy,Baxter,2020-11-12,2025-11-11
ASSET000287,SITE008,SITE008_BLDG02,CUST001,MRI,MRI Scanner,Medical Equipment,GE Healthcare,2019-07-08,2024-07-06
ASSET000288,SITE008,SITE008_BLDG02,CUST001,MRI,MRI Scanner,Medical Equipment,GE Healthcare,2022-04-16,2027-04-15
ASSET000289,SITE008,SITE008_BLDG01,CUST001,ECG,ECG Machine,Diagnostic,BPL,2023-10-31,2028-10-29
ASSET000290,SITE008,SITE008_BLDG02,CUST001,Ventilator,Ventilator,Life Support,Dräger,2024-12-15,2029-12-14
ASSET000291,SITE008,SITE008_BLDG01,CUST001,AHU,HVAC Unit,Infrastructure,Daikin,2021-01-07,2026-01-06
ASSET000292,SITE008,SITE008_BLDG02,CUST001,X-Ray,X-Ray Machine,Medical Equipment,Philips,2019-11-20,2024-11-18
ASSET000293,SITE008,SITE008_BLDG02,CUST001,AHU,HVAC Unit,Infrastructure,Daikin,2021-09-13,2026-09-12
ASSET000294,SITE008,SITE008_BLDG01,CUST001,AHU,HVAC Unit,Infrastructure,Daikin,2020-08-09,2025-08-08
ASSET000295,SITE008,SITE008_BLDG02,CUST001,Infusion Pump,Infusion Pump,Therapy,Baxter,2021-11-06,2026-11-05
ASSET000296,SITE008,SITE008_BLDG02,CUST001,Monitor,Patient Monitor,Monitoring,Mindray,2019-02-08,2024-02-07
ASSET000297,SITE008,SITE008_BLDG01,CUST001,Monitor,Patient Monitor,Monitoring,Mindray,2025-02-16,2030-02-15
ASSET000298,SITE009,SITE009_BLDG03,CUST001,Infusion Pump,Infusion Pump,Therapy,Baxter,2022-11-16,2027-11-15
ASSET000299,SITE009,SITE009_BLDG04,CUST001,Ultrasound,Ultrasound Machine,Imaging,Samsung,2021-10-21,2026-10-20
ASSET000300,SITE009,SITE009_BLDG04,CUST001,Monitor,Patient Monitor,Monitoring,Mindray,2021-03-26,2026-03-25
ASSET000301,SITE009,SITE009_BLDG02,CUST001,Infusion Pump,Infusion Pump,Therapy,Baxter,2020-03-12,2025-03-11
ASSET000302,SITE009,SITE009_BLDG03,CUST001,Ultrasound,Ultrasound Machine,Imaging,Samsung,2025-05-31,2030-05-30
ASSET000303,SITE009,SITE009_BLDG03,CUST001,AHU,HVAC Unit,Infrastructure,Daikin,2022-04-26,2027-04-25
ASSET000304,SITE009,SITE009_BLDG03,CUST001,MRI,MRI Scanner,Medical Equipment,GE Healthcare,2023-06-10,2028-06-08
ASSET000305,SITE009,SITE009_BLDG01,CUST001,MRI,MRI Scanner,Medical Equipment,GE Healthcare,2025-05-07,2030-05-06
ASSET000306,SITE009,SITE009_BLDG03,CUST001,AHU,HVAC Unit,Infrastructure,Daikin,2024-07-27,2029-07-26
ASSET000307,SITE009,SITE009_BLDG03,CUST001,Ventilator,Ventilator,Life Support,Dräger,2025-10-22,2030-10-21
ASSET000308,SITE009,SITE009_BLDG03,CUST001,Ventilator,Ventilator,Life Support,Dräger,2021-02-17,2026-02-16
ASSET000309,SITE009,SITE009_BLDG01,CUST001,X-Ray,X-Ray Machine,Medical Equipment,Philips,2020-02-02,2025-01-31
ASSET000310,SITE009,SITE009_BLDG01,CUST001,Monitor,Patient Monitor,Monitoring,Mindray,2023-12-11,2028-12-09
ASSET000311,SITE009,SITE009_BLDG02,CUST001,AHU,HVAC Unit,Infrastructure,Daikin,2023-02-03,2028-02-02
ASSET000312,SITE009,SITE009_BLDG03,CUST001,CT Scanner,CT Scanner,Medical Equipment,Siemens,2022-04-23,2027-04-22
ASSET000313,SITE009,SITE009_BLDG02,CUST001,Ultrasound,Ultrasound Machine,Imaging,Samsung,2020-12-20,2025-12-19
ASSET000314,SITE009,SITE009_BLDG03,CUST001,X-Ray,X-Ray Machine,Medical Equipment,Philips,2025-01-18,2030-01-17
ASSET000315,SITE009,SITE009_BLDG03,CUST001,Defibrillator,Defibrillator,Emergency,ZOLL,2024-08-17,2029-08-16
ASSET000316,SITE009,SITE009_BLDG04,CUST001,X-Ray,X-Ray Machine,Medical Equipment,Philips,2021-11-18,2026-11-17
ASSET000317,SITE009,SITE009_BLDG01,CUST001,Monitor,Patient Monitor,Monitoring,Mindray,2022-10-19,2027-10-18
ASSET000318,SITE009,SITE009_BLDG02,CUST001,Infusion Pump,Infusion Pump,Therapy,Baxter,2019-11-05,2024-11-03
ASSET000319,SITE009,SITE009_BLDG03,CUST001,Ventilator,Ventilator,Life Support,Dräger,2023-06-16,2028-06-14
ASSET000320,SITE010,SITE010_BLDG02,CUST001,Ultrasound,Ultrasound Machine,Imaging,Samsung,2019-02-27,2024-02-26
ASSET000321,SITE010,SITE010_BLDG02,CUST001,Defibrillator,Defibrillator,Emergency,ZOLL,2020-05-21,2025-05-20
ASSET000322,SITE010,SITE010_BLDG03,CUST001,ECG,ECG Machine,Diagnostic,BPL,2021-12-09,2026-12-08
ASSET000323,SITE010,SITE010_BLDG01,CUST001,Ultrasound,Ultrasound Machine,Imaging,Samsung,2023-03-02,2028-02-29
ASSET000324,SITE010,SITE010_BLDG01,CUST001,Ventilator,Ventilator,Life Support,Dräger,2024-04-15,2029-04-14
ASSET000325,SITE010,SITE010_BLDG02,CUST001,AHU,HVAC Unit,Infrastructure,Daikin,2025-04-18,2030-04-17
ASSET000326,SITE010,SITE010_BLDG03,CUST001,AHU,HVAC Unit,Infrastructure,Daikin,2021-06-25,2026-06-24
ASSET000327,SITE010,SITE010_BLDG03,CUST001,CT Scanner,CT Scanner,Medical Equipment,Siemens,2024-03-16,2029-03-15
ASSET000328,SITE010,SITE010_BLDG01,CUST001,Monitor,Patient Monitor,Monitoring,Mindray,2023-07-31,2028-07-29
ASSET000329,SITE010,SITE010_BLDG01,CUST001,X-Ray,X-Ray Machine,Medical Equipment,Philips,2019-07-05,2024-07-03
ASSET000330,SITE010,SITE010_BLDG01,CUST001,Monitor,Patient Monitor,Monitoring,Mindray,2024-07-10,2029-07-09
ASSET000331,SITE010,SITE010_BLDG03,CUST001,CT Scanner,CT Scanner,Medical Equipment,Siemens,2021-08-19,2026-08-18
ASSET000332,SITE010,SITE010_BLDG02,CUST001,X-Ray,X-Ray Machine,Medical Equipment,Philips,2023-05-11,2028-05-09
ASSET000333,SITE010,SITE010_BLDG02,CUST001,ECG,ECG Machine,Diagnostic,BPL,2025-01-21,2030-01-20
ASSET000334,SITE010,SITE010_BLDG02,CUST001,AHU,HVAC Unit,Infrastructure,Daikin,2020-09-24,2025-09-23
ASSET000335,SITE010,SITE010_BLDG03,CUST001,CT Scanner,CT Scanner,Medical Equipment,Siemens,2024-06-27,2029-06-26
ASSET000336,SITE010,SITE010_BLDG01,CUST001,Ultrasound,Ultrasound Machine,Imaging,Samsung,2022-02-19,2027-02-18
ASSET000337,SITE010,SITE010_BLDG02,CUST001,ECG,ECG Machine,Diagnostic,BPL,2021-06-08,2026-06-07
ASSET000338,SITE010,SITE010_BLDG02,CUST001,Infusion Pump,Infusion Pump,Therapy,Baxter,2021-08-25,2026-08-24
ASSET000339,SITE010,SITE010_BLDG03,CUST001,CT Scanner,CT Scanner,Medical Equipment,Siemens,2023-02-13,2028-02-12
ASSET000340,SITE010,SITE010_BLDG02,CUST001,ECG,ECG Machine,Diagnostic,BPL,2019-09-06,2024-09-04
ASSET000341,SITE010,SITE010_BLDG01,CUST001,Monitor,Patient Monitor,Monitoring,Mindray,2021-02-16,2026-02-15
ASSET000342,SITE011,SITE011_BLDG03,CUST002,Server,Server Rack,IT,Dell,2020-01-11,2025-01-09
ASSET000343,SITE011,SITE011_BLDG01,CUST002,Display,Digital Signage,Marketing,LG,2025-09-11,2030-09-10
ASSET000344,SITE011,SITE011_BLDG01,CUST002,POS,POS Terminal,Sales,NCR,2022-09-28,2027-09-27
ASSET000345,SITE011,SITE011_BLDG01,CUST002,CCTV,CCTV Camera,Security,Hikvision,2025-05-01,2030-04-30
ASSET000346,SITE011,SITE011_BLDG01,CUST002,Barcode Scanner,Barcode Scanner,Sales,Zebra,2025-03-20,2030-03-19
ASSET000347,SITE011,SITE011_BLDG02,CUST002,Display,Digital Signage,Marketing,LG,2021-08-12,2026-08-11
ASSET000348,SITE011,SITE011_BLDG01,CUST002,CCTV,CCTV Camera,Security,Hikvision,2025-09-07,2030-09-06
ASSET000349,SITE011,SITE011_BLDG01,CUST002,AHU,HVAC Unit,Infrastructure,Daikin,2020-08-15,2025-08-14
ASSET000350,SITE011,SITE011_BLDG01,CUST002,AHU,HVAC Unit,Infrastructure,Daikin,2020-12-15,2025-12-14
ASSET000351,SITE011,SITE011_BLDG01,CUST002,POS,POS Terminal,Sales,NCR,2020-06-23,2025-06-22
ASSET000352,SITE011,SITE011_BLDG03,CUST002,Escalator,Escalator,Infrastructure,Otis,2021-09-01,2026-08-31
ASSET000353,SITE011,SITE011_BLDG01,CUST002,Escalator,Escalator,Infrastructure,Otis,2019-03-06,2024-03-04
ASSET000354,SITE011,SITE011_BLDG01,CUST002,AHU,HVAC Unit,Infrastructure,Daikin,2019-08-03,2024-08-01
ASSET000355,SITE011,SITE011_BLDG01,CUST002,UPS,UPS,Power,APC,2024-11-24,2029-11-23
ASSET000356,SITE011,SITE011_BLDG02,CUST002,Barcode Scanner,Barcode Scanner,Sales,Zebra,2024-05-04,2029-05-03
ASSET000357,SITE011,SITE011_BLDG03,CUST002,Escalator,Escalator,Infrastructure,Otis,2024-10-03,2029-10-02
ASSET000358,SITE011,SITE011_BLDG03,CUST002,Barcode Scanner,Barcode Scanner,Sales,Zebra,2024-01-26,2029-01-24
ASSET000359,SITE011,SITE011_BLDG01,CUST002,Display,Digital Signage,Marketing,LG,2025-11-24,2030-11-23
ASSET000360,SITE011,SITE011_BLDG03,CUST002,AHU,HVAC Unit,Infrastructure,Daikin,2024-02-20,2029-02-18
ASSET000361,SITE011,SITE011_BLDG02,CUST002,POS,POS Terminal,Sales,NCR,2019-09-07,2024-09-05
ASSET000362,SITE011,SITE011_BLDG03,CUST002,UPS,UPS,Power,APC,2023-10-13,2028-10-11
ASSET000363,SITE011,SITE011_BLDG03,CUST002,Barcode Scanner,Barcode Scanner,Sales,Zebra,2024-07-01,2029-06-30
ASSET000364,SITE011,SITE011_BLDG01,CUST002,Server,Server Rack,IT,Dell,2019-10-29,2024-10-27
ASSET000365,SITE011,SITE011_BLDG01,CUST002,Escalator,Escalator,Infrastructure,Otis,2025-10-27,2030-10-26
ASSET000366,SITE011,SITE011_BLDG02,CUST002,Barcode Scanner,Barcode Scanner,Sales,Zebra,2020-05-31,2025-05-30
ASSET000367,SITE011,SITE011_BLDG03,CUST002,Escalator,Escalator,Infrastructure,Otis,2023-04-10,2028-04-08
ASSET000368,SITE011,SITE011_BLDG03,CUST002,AHU,HVAC Unit,Infrastructure,Daikin,2024-02-02,2029-01-31
ASSET000369,SITE011,SITE011_BLDG03,CUST002,UPS,UPS,Power,APC,2020-02-11,2025-02-09
ASSET000370,SITE011,SITE011_BLDG03,CUST002,Barcode Scanner,Barcode Scanner,Sales,Zebra,2025-03-08,2030-03-07
ASSET000371,SITE011,SITE011_BLDG02,CUST002,Display,Digital Signage,Marketing,LG,2023-10-28,2028-10-26
ASSET000372,SITE011,SITE011_BLDG02,CUST002,Display,Digital Signage,Marketing,LG,2023-08-22,2028-08-20
ASSET000373,SITE011,SITE011_BLDG02,CUST002,Server,Server Rack,IT,Dell,2023-06-22,2028-06-20
ASSET000374,SITE011,SITE011_BLDG02,CUST002,Barcode Scanner,Barcode Scanner,Sales,Zebra,2022-07-04,2027-07-03
ASSET000375,SITE011,SITE011_BLDG02,CUST002,Escalator,Escalator,Infrastructure,Otis,2021-11-10,2026-11-09
ASSET000376,SITE011,SITE011_BLDG01,CUST002,CCTV,CCTV Camera,Security,Hikvision,2024-04-26,2029-04-25
ASSET000377,SITE011,SITE011_BLDG01,CUST002,Barcode Scanner,Barcode Scanner,Sales,Zebra,2019-12-16,2024-12-14
ASSET000378,SITE011,SITE011_BLDG03,CUST002,UPS,UPS,Power,APC,2020-01-31,2025-01-29
ASSET000379,SITE011,SITE011_BLDG03,CUST002,Escalator,Escalator,Infrastructure,Otis,2020-06-16,2025-06-15
ASSET000380,SITE011,SITE011_BLDG03,CUST002,POS,POS Terminal,Sales,NCR,2025-07-30,2030-07-29
ASSET000381,SITE011,SITE011_BLDG02,CUST002,Escalator,Escalator,Infrastructure,Otis,2020-05-15,2025-05-14
ASSET000382,SITE011,SITE011_BLDG03,CUST002,Escalator,Escalator,Infrastructure,Otis,2023-09-29,2028-09-27
ASSET000383,SITE011,SITE011_BLDG03,CUST002,POS,POS Terminal,Sales,NCR,2022-03-24,2027-03-23
ASSET000384,SITE011,SITE011_BLDG01,CUST002,AHU,HVAC Unit,Infrastructure,Daikin,2022-12-11,2027-12-10
ASSET000385,SITE011,SITE011_BLDG03,CUST002,Display,Digital Signage,Marketing,LG,2020-09-25,2025-09-24
ASSET000386,SITE011,SITE011_BLDG01,CUST002,Server,Server Rack,IT,Dell,2021-07-07,2026-07-06
ASSET000387,SITE011,SITE011_BLDG02,CUST002,Escalator,Escalator,Infrastructure,Otis,2025-03-28,2030-03-27
ASSET000388,SITE011,SITE011_BLDG03,CUST002,Barcode Scanner,Barcode Scanner,Sales,Zebra,2022-02-15,2027-02-14
ASSET000389,SITE011,SITE011_BLDG03,CUST002,Display,Digital Signage,Marketing,LG,2023-10-24,2028-10-22
ASSET000390,SITE011,SITE011_BLDG03,CUST002,POS,POS Terminal,Sales,NCR,2025-10-30,2030-10-29
ASSET000391,SITE011,SITE011_BLDG01,CUST002,AHU,HVAC Unit,Infrastructure,Daikin,2019-04-29,2024-04-27
ASSET000392,SITE012,SITE012_BLDG01,CUST002,AHU,HVAC Unit,Infrastructure,Daikin,2022-10-23,2027-10-22
ASSET000393,SITE012,SITE012_BLDG01,CUST002,POS,POS Terminal,Sales,NCR,2021-01-13,2026-01-12
ASSET000394,SITE012,SITE012_BLDG01,CUST002,UPS,UPS,Power,APC,2019-10-13,2024-10-11
ASSET000395,SITE012,SITE012_BLDG01,CUST002,POS,POS Terminal,Sales,NCR,2020-01-11,2025-01-09
ASSET000396,SITE012,SITE012_BLDG01,CUST002,UPS,UPS,Power,APC,2023-09-16,2028-09-14
ASSET000397,SITE012,SITE012_BLDG01,CUST002,Escalator,Escalator,Infrastructure,Otis,2020-10-06,2025-10-05
ASSET000398,SITE012,SITE012_BLDG01,CUST002,AHU,HVAC Unit,Infrastructure,Daikin,2022-08-21,2027-08-20
ASSET000399,SITE012,SITE012_BLDG01,CUST002,POS,POS Terminal,Sales,NCR,2020-09-29,2025-09-28
ASSET000400,SITE012,SITE012_BLDG01,CUST002,POS,POS Terminal,Sales,NCR,2019-12-01,2024-11-29
ASSET000401,SITE012,SITE012_BLDG01,CUST002,Server,Server Rack,IT,Dell,2023-10-03,2028-10-01
ASSET000402,SITE012,SITE012_BLDG01,CUST002,Server,Server Rack,IT,Dell,2023-08-24,2028-08-22
ASSET000403,SITE012,SITE012_BLDG01,CUST002,Display,Digital Signage,Marketing,LG,2024-09-29,2029-09-28
ASSET000404,SITE012,SITE012_BLDG01,CUST002,Escalator,Escalator,Infrastructure,Otis,2023-10-27,2028-10-25
ASSET000405,SITE012,SITE012_BLDG01,CUST002,AHU,HVAC Unit,Infrastructure,Daikin,2025-08-26,2030-08-25
ASSET000406,SITE012,SITE012_BLDG01,CUST002,AHU,HVAC Unit,Infrastructure,Daikin,2019-07-06,2024-07-04
ASSET000407,SITE012,SITE012_BLDG01,CUST002,UPS,UPS,Power,APC,2025-09-20,2030-09-19
ASSET000408,SITE012,SITE012_BLDG01,CUST002,POS,POS Terminal,Sales,NCR,2021-04-17,2026-04-16
ASSET000409,SITE012,SITE012_BLDG01,CUST002,Display,Digital Signage,Marketing,LG,2020-07-16,2025-07-15
ASSET000410,SITE012,SITE012_BLDG01,CUST002,AHU,HVAC Unit,Infrastructure,Daikin,2022-09-05,2027-09-04
ASSET000411,SITE012,SITE012_BLDG01,CUST002,POS,POS Terminal,Sales,NCR,2024-07-30,2029-07-29
ASSET000412,SITE012,SITE012_BLDG01,CUST002,CCTV,CCTV Camera,Security,Hikvision,2020-06-13,2025-06-12
ASSET000413,SITE012,SITE012_BLDG01,CUST002,Display,Digital Signage,Marketing,LG,2024-08-11,2029-08-10
ASSET000414,SITE012,SITE012_BLDG01,CUST002,Barcode Scanner,Barcode Scanner,Sales,Zebra,2023-06-15,2028-06-13
ASSET000415,SITE012,SITE012_BLDG01,CUST002,UPS,UPS,Power,APC,2019-03-18,2024-03-16
ASSET000416,SITE012,SITE012_BLDG01,CUST002,Barcode Scanner,Barcode Scanner,Sales,Zebra,2022-07-06,2027-07-05
ASSET000417,SITE012,SITE012_BLDG01,CUST002,UPS,UPS,Power,APC,2023-09-07,2028-09-05
ASSET000418,SITE012,SITE012_BLDG01,CUST002,Barcode Scanner,Barcode Scanner,Sales,Zebra,2023-07-18,2028-07-16
ASSET000419,SITE012,SITE012_BLDG01,CUST002,Escalator,Escalator,Infrastructure,Otis,2020-12-04,2025-12-03
ASSET000420,SITE013,SITE013_BLDG02,CUST002,Escalator,Escalator,Infrastructure,Otis,2019-12-27,2024-12-25
