event_id,timestamp,asset_id,event_type,severity,message
EVT007612,2025-07-01 09:50:00,ASSET000418,Warning,Low,Barcode Scanner is undergoing scheduled maintenance.
EVT007613,2025-07-01 10:30:00,ASSET000418,Warning,Low,Barcode Scanner is undergoing scheduled maintenance.
EVT007614,2025-07-01 10:40:00,ASSET000418,Warning,Low,Barcode Scanner is undergoing scheduled maintenance.
EVT007615,2025-07-01 10:50:00,ASSET000418,Warning,Low,Barcode Scanner is undergoing scheduled maintenance.
EVT007616,2025-07-01 10:55:00,ASSET000418,Warning,Low,Barcode Scanner is undergoing scheduled maintenance.
EVT007617,2025-07-01 11:35:00,ASSET000418,Warning,Low,Barcode Scanner is undergoing scheduled maintenance.
EVT007618,2025-07-01 11:55:00,ASSET000418,Warning,Low,Barcode Scanner is undergoing scheduled maintenance.
EVT007619,2025-07-01 12:00:00,ASSET000418,Warning,Medium,Barcode Scanner has been shut down.
EVT007620,2025-07-01 12:20:00,ASSET000418,Alarm,High,High temperature detected in Barcode Scanner.
EVT007621,2025-07-01 12:35:00,ASSET000418,Warning,Medium,Barcode Scanner has been shut down.
EVT007622,2025-07-01 12:40:00,ASSET000418,Warning,Low,Barcode Scanner is undergoing scheduled maintenance.
EVT007623,2025-07-01 12:45:00,ASSET000418,Warning,Medium,Barcode Scanner has been shut down.
EVT007624,2025-07-01 13:05:00,ASSET000418,Alarm,High,High temperature detected in Barcode Scanner.
EVT007625,2025-07-01 13:10:00,ASSET000418,Warning,Low,Barcode Scanner is undergoing scheduled maintenance.
EVT007626,2025-07-01 13:50:00,ASSET000418,Warning,Medium,Barcode Scanner has been shut down.
EVT007627,2025-07-01 14:35:00,ASSET000418,Warning,Low,Barcode Scanner is undergoing scheduled maintenance.
EVT007628,2025-07-01 15:15:00,ASSET000418,Warning,Low,Barcode Scanner is undergoing scheduled maintenance.
EVT007629,2025-07-01 08:30:00,ASSET000419,Warning,Low,Escalator is undergoing scheduled maintenance.
EVT007630,2025-07-01 08:55:00,ASSET000419,Warning,Low,Escalator is undergoing scheduled maintenance.
EVT007631,2025-07-01 09:00:00,ASSET000419,Warning,Low,Escalator is undergoing scheduled maintenance.
EVT007632,2025-07-01 09:30:00,ASSET000419,Warning,Low,Escalator is undergoing scheduled maintenance.
EVT007633,2025-07-01 11:20:00,ASSET000419,Warning,Medium,Escalator has been shut down.
EVT007634,2025-07-01 11:30:00,ASSET000419,Warning,Medium,Escalator has been shut down.
EVT007635,2025-07-01 11:35:00,ASSET000419,Warning,Low,Escalator is undergoing scheduled maintenance.
EVT007636,2025-07-01 12:00:00,ASSET000419,Warning,Low,Escalator is undergoing scheduled maintenance.
EVT007637,2025-07-01 12:20:00,ASSET000419,Alarm,High,High temperature detected in Escalator.
EVT007638,2025-07-01 12:45:00,ASSET000419,Warning,Medium,Escalator has been shut down.
EVT007639,2025-07-01 14:00:00,ASSET000419,Warning,Low,Escalator is undergoing scheduled maintenance.
EVT007640,2025-07-01 14:05:00,ASSET000419,Warning,Low,Escalator is undergoing scheduled maintenance.
EVT007641,2025-07-01 14:10:00,ASSET000419,Warning,Low,Escalator is undergoing scheduled maintenance.
EVT007642,2025-07-01 14:30:00,ASSET000419,Warning,Low,Escalator is undergoing scheduled maintenance.
EVT007643,2025-07-01 15:15:00,ASSET000419,Warning,Low,Escalator is undergoing scheduled maintenance.
EVT007644,2025-07-01 15:40:00,ASSET000419,Warning,Medium,Escalator has been shut down.
EVT007645,2025-07-01 08:05:00,ASSET000420,Warning,Medium,Escalator has been shut down.
EVT007646,2025-07-01 08:20:00,ASSET000420,Warning,Medium,Escalator has been shut down.
EVT007647,2025-07-01 08:55:00,ASSET000420,Warning,Medium,Escalator has been shut down.
EVT007648,2025-07-01 09:05:00,ASSET000420,Warning,Low,Escalator is undergoing scheduled maintenance.
EVT007649,2025-07-01 09:10:00,ASSET000420,Warning,Medium,Escalator has been shut down.
EVT007650,2025-07-01 09:45:00,ASSET000420,Warning,Medium,Escalator has been shut down.
EVT007651,2025-07-01 09:50:00,ASSET000420,Warning,Low,Escalator is undergoing scheduled maintenance.
EVT007652,2025-07-01 10:35:00,ASSET000420,Warning,Low,Escalator is undergoing scheduled maintenance.
EVT007653,2025-07-01 11:40:00,ASSET000420,Warning,Low,Escalator is undergoing scheduled maintenance.
EVT007654,2025-07-01 12:05:00,ASSET000420,Warning,Low,Escalator is undergoing scheduled maintenance.
EVT007655,2025-07-01 12:20:00,ASSET000420,Warning,Low,Escalator is undergoing scheduled maintenance.
EVT007656,2025-07-01 13:05:00,ASSET000420,Warning,Low,Escalator is undergoing scheduled maintenance.
EVT007657,2025-07-01 13:10:00,ASSET000420,Warning,Low,Escalator is undergoing scheduled maintenance.
EVT007658,2025-07-01 13:45:00,ASSET000420,Warning,Low,Escalator is undergoing scheduled maintenance.
EVT007659,2025-07-01 14:20:00,ASSET000420,Warning,Medium,Escalator has been shut down.
EVT007660,2025-07-01 14:55:00,ASSET000420,Warning,Low,Escalator is undergoing scheduled maintenance.
EVT007661,2025-07-01 15:35:00,ASSET000420,Warning,Medium,Escalator has been shut down.
EVT007662,2025-07-01 16:10:00,ASSET000420,Warning,Medium,Escalator has been shut down.
EVT007663,2025-07-01 08:20:00,ASSET000421,Warning,Low,Barcode Scanner is undergoing scheduled maintenance.
EVT007664,2025-07-01 08:25:00,ASSET000421,Warning,Low,Barcode Scanner is undergoing scheduled maintenance.
EVT007665,2025-07-01 08:45:00,ASSET000421,Warning,Medium,Barcode Scanner has been shut down.
EVT007666,2025-07-01 08:50:00,ASSET000421,Warning,Medium,Barcode Scanner has been shut down.
EVT007667,2025-07-01 08:55:00,ASSET000421,Warning,Medium,Barcode Scanner has been shut down.
EVT007668,2025-07-01 09:25:00,ASSET000421,Warning,Medium,Barcode Scanner has been shut down.
EVT007669,2025-07-01 09:45:00,ASSET000421,Warning,Low,Barcode Scanner is undergoing scheduled maintenance.
EVT007670,2025-07-01 09:55:00,ASSET000421,Warning,Low,Barcode Scanner is undergoing scheduled maintenance.
EVT007671,2025-07-01 10:50:00,ASSET000421,Warning,Low,Barcode Scanner is undergoing scheduled maintenance.
EVT007672,2025-07-01 11:35:00,ASSET000421,Warning,Medium,Barcode Scanner has been shut down.
EVT007673,2025-07-01 11:45:00,ASSET000421,Warning,Medium,Barcode Scanner has been shut down.
EVT007674,2025-07-01 13:10:00,ASSET000421,Warning,Medium,Barcode Scanner has been shut down.
EVT007675,2025-07-01 14:35:00,ASSET000421,Warning,Low,Barcode Scanner is undergoing scheduled maintenance.
EVT007676,2025-07-01 15:25:00,ASSET000421,Warning,Low,Barcode Scanner is undergoing scheduled maintenance.
EVT007677,2025-07-01 16:10:00,ASSET000421,Warning,Low,Barcode Scanner is undergoing scheduled maintenance.
EVT007678,2025-07-01 10:00:00,ASSET000422,Warning,Medium,UPS has been shut down.
EVT007679,2025-07-01 10:15:00,ASSET000422,Alarm,High,High temperature detected in UPS.
EVT007680,2025-07-01 10:30:00,ASSET000422,Warning,Low,UPS is undergoing scheduled maintenance.
EVT007681,2025-07-01 11:25:00,ASSET000422,Warning,Low,UPS is undergoing scheduled maintenance.
EVT007682,2025-07-01 11:45:00,ASSET000422,Warning,Low,UPS is undergoing scheduled maintenance.
EVT007683,2025-07-01 11:50:00,ASSET000422,Alarm,High,High temperature detected in UPS.
EVT007684,2025-07-01 12:05:00,ASSET000422,Warning,Low,UPS is undergoing scheduled maintenance.
EVT007685,2025-07-01 14:00:00,ASSET000422,Warning,Low,UPS is undergoing scheduled maintenance.
EVT007686,2025-07-01 14:35:00,ASSET000422,Warning,Low,UPS is undergoing scheduled maintenance.
EVT007687,2025-07-01 15:25:00,ASSET000422,Warning,Low,UPS is undergoing scheduled maintenance.
EVT007688,2025-07-01 15:30:00,ASSET000422,Warning,Low,UPS is undergoing scheduled maintenance.
EVT007689,2025-07-01 15:45:00,ASSET000422,Warning,Low,UPS is undergoing scheduled maintenance.
EVT007690,2025-07-01 15:55:00,ASSET000422,Warning,Low,UPS is undergoing scheduled maintenance.
EVT007691,2025-07-01 08:20:00,ASSET000423,Fault,High,Excessive vibration detected in UPS.
EVT007692,2025-07-01 08:25:00,ASSET000423,Fault,High,Excessive vibration detected in UPS.
EVT007693,2025-07-01 08:30:00,ASSET000423,Warning,Medium,UPS has been shut down.
EVT007694,2025-07-01 08:40:00,ASSET000423,Fault,High,Excessive vibration detected in UPS.
EVT007695,2025-07-01 08:45:00,ASSET000423,Fault,High,Excessive vibration detected in UPS.
EVT007696,2025-07-01 09:10:00,ASSET000423,Warning,Low,UPS is undergoing scheduled maintenance.
EVT007697,2025-07-01 09:15:00,ASSET000423,Fault,High,Excessive vibration detected in UPS.
EVT007698,2025-07-01 09:30:00,ASSET000423,Fault,High,Excessive vibration detected in UPS.
EVT007699,2025-07-01 09:35:00,ASSET000423,Fault,High,Excessive vibration detected in UPS.
EVT007700,2025-07-01 09:40:00,ASSET000423,Fault,High,Excessive vibration detected in UPS.
EVT007701,2025-07-01 10:00:00,ASSET000423,Fault,High,Excessive vibration detected in UPS.
EVT007702,2025-07-01 10:10:00,ASSET000423,Fault,High,Excessive vibration detected in UPS.
EVT007703,2025-07-01 10:20:00,ASSET000423,Fault,High,Excessive vibration detected in UPS.
EVT007704,2025-07-01 10:25:00,ASSET000423,Fault,High,Excessive vibration detected in UPS.
EVT007705,2025-07-01 10:35:00,ASSET000423,Fault,High,Excessive vibration detected in UPS.
EVT007706,2025-07-01 10:45:00,ASSET000423,Warning,Medium,UPS has been shut down.
EVT007707,2025-07-01 10:50:00,ASSET000423,Fault,High,Excessive vibration detected in UPS.
EVT007708,2025-07-01 10:55:00,ASSET000423,Warning,Medium,UPS has been shut down.
EVT007709,2025-07-01 11:05:00,ASSET000423,Fault,High,Excessive vibration detected in UPS.
EVT007710,2025-07-01 11:20:00,ASSET000423,Warning,Low,UPS is undergoing scheduled maintenance.
EVT007711,2025-07-01 11:30:00,ASSET000423,Warning,Low,UPS is undergoing scheduled maintenance.
EVT007712,2025-07-01 11:40:00,ASSET000423,Fault,High,Excessive vibration detected in UPS.
EVT007713,2025-07-01 11:45:00,ASSET000423,Warning,Medium,UPS has been shut down.
EVT007714,2025-07-01 12:10:00,ASSET000423,Fault,High,Excessive vibration detected in UPS.
EVT007715,2025-07-01 12:20:00,ASSET000423,Fault,High,Excessive vibration detected in UPS.
EVT007716,2025-07-01 12:25:00,ASSET000423,Fault,High,Excessive vibration detected in UPS.
EVT007717,2025-07-01 12:30:00,ASSET000423,Warning,Low,UPS is undergoing scheduled maintenance.
EVT007718,2025-07-01 12:50:00,ASSET000423,Alarm,High,High temperature detected in UPS.
EVT007719,2025-07-01 12:55:00,ASSET000423,Fault,High,Excessive vibration detected in UPS.
EVT007720,2025-07-01 13:00:00,ASSET000423,Warning,Low,UPS is undergoing scheduled maintenance.
EVT007721,2025-07-01 13:05:00,ASSET000423,Warning,Low,UPS is undergoing scheduled maintenance.
EVT007722,2025-07-01 13:30:00,ASSET000423,Fault,High,Excessive vibration detected in UPS.
EVT007723,2025-07-01 13:40:00,ASSET000423,Fault,High,Excessive vibration detected in UPS.
EVT007724,2025-07-01 13:50:00,ASSET000423,Fault,High,Excessive vibration detected in UPS.
EVT007725,2025-07-01 14:10:00,ASSET000423,Fault,High,Excessive vibration detected in UPS.
EVT007726,2025-07-01 14:15:00,ASSET000423,Fault,High,Excessive vibration detected in UPS.
EVT007727,2025-07-01 14:25:00,ASSET000423,Fault,High,Excessive vibration detected in UPS.
EVT007728,2025-07-01 14:40:00,ASSET000423,Warning,Low,UPS is undergoing scheduled maintenance.
EVT007729,2025-07-01 15:15:00,ASSET000423,Fault,High,Excessive vibration detected in UPS.
EVT007730,2025-07-01 15:25:00,ASSET000423,Fault,High,Excessive vibration detected in UPS.
EVT007731,2025-07-01 15:30:00,ASSET000423,Fault,High,Excessive vibration detected in UPS.
EVT007732,2025-07-01 15:55:00,ASSET000423,Fault,High,Excessive vibration detected in UPS.
EVT007733,2025-07-01 08:20:00,ASSET000424,Warning,Low,Escalator is undergoing scheduled maintenance.
EVT007734,2025-07-01 09:10:00,ASSET000424,Warning,Low,Escalator is undergoing scheduled maintenance.
EVT007735,2025-07-01 09:35:00,ASSET000424,Warning,Low,Escalator is undergoing scheduled maintenance.
EVT007736,2025-07-01 09:50:00,ASSET000424,Warning,Medium,Escalator has been shut down.
EVT007737,2025-07-01 10:50:00,ASSET000424,Warning,Low,Escalator is undergoing scheduled maintenance.
EVT007738,2025-07-01 11:45:00,ASSET000424,Warning,Medium,Escalator has been shut down.
EVT007739,2025-07-01 11:50:00,ASSET000424,Warning,Low,Escalator is undergoing scheduled maintenance.
EVT007740,2025-07-01 12:00:00,ASSET000424,Warning,Low,Escalator is undergoing scheduled maintenance.
EVT007741,2025-07-01 12:15:00,ASSET000424,Warning,Low,Escalator is undergoing scheduled maintenance.
EVT007742,2025-07-01 12:40:00,ASSET000424,Warning,Medium,Escalator has been shut down.
EVT007743,2025-07-01 13:50:00,ASSET000424,Fault,High,Excessive vibration detected in Escalator.
EVT007744,2025-07-01 14:40:00,ASSET000424,Warning,Low,Escalator is undergoing scheduled maintenance.
EVT007745,2025-07-01 16:15:00,ASSET000424,Warning,Low,Escalator is undergoing scheduled maintenance.
EVT007746,2025-07-01 08:10:00,ASSET000425,Warning,Low,CCTV Camera is undergoing scheduled maintenance.
EVT007747,2025-07-01 08:15:00,ASSET000425,Warning,Low,CCTV Camera is undergoing scheduled maintenance.
EVT007748,2025-07-01 08:45:00,ASSET000425,Warning,Low,CCTV Camera is undergoing scheduled maintenance.
EVT007749,2025-07-01 08:50:00,ASSET000425,Warning,Medium,CCTV Camera has been shut down.
EVT007750,2025-07-01 08:55:00,ASSET000425,Warning,Low,CCTV Camera is undergoing scheduled maintenance.
EVT007751,2025-07-01 09:10:00,ASSET000425,Warning,Medium,CCTV Camera has been shut down.
EVT007752,2025-07-01 09:55:00,ASSET000425,Warning,Medium,CCTV Camera has been shut down.
EVT007753,2025-07-01 10:15:00,ASSET000425,Warning,Medium,CCTV Camera has been shut down.
EVT007754,2025-07-01 10:40:00,ASSET000425,Warning,Medium,CCTV Camera has been shut down.
EVT007755,2025-07-01 10:50:00,ASSET000425,Warning,Low,CCTV Camera is undergoing scheduled maintenance.
EVT007756,2025-07-01 11:05:00,ASSET000425,Alarm,Medium,Abnormal power consumption detected in CCTV Camera.
EVT007757,2025-07-01 11:40:00,ASSET000425,Warning,Medium,CCTV Camera has been shut down.
EVT007758,2025-07-01 12:00:00,ASSET000425,Warning,Low,CCTV Camera is undergoing scheduled maintenance.
EVT007759,2025-07-01 13:55:00,ASSET000425,Warning,Medium,CCTV Camera has been shut down.
EVT007760,2025-07-01 14:25:00,ASSET000425,Warning,Low,CCTV Camera is undergoing scheduled maintenance.
EVT007761,2025-07-01 14:45:00,ASSET000425,Fault,High,Excessive vibration detected in CCTV Camera.
EVT007762,2025-07-01 14:55:00,ASSET000425,Warning,Medium,CCTV Camera has been shut down.
EVT007763,2025-07-01 15:05:00,ASSET000425,Warning,Medium,CCTV Camera has been shut down.
EVT007764,2025-07-01 15:10:00,ASSET000425,Warning,Low,CCTV Camera is undergoing scheduled maintenance.
EVT007765,2025-07-01 08:00:00,ASSET000426,Warning,Low,Barcode Scanner is undergoing scheduled maintenance.
EVT007766,2025-07-01 08:05:00,ASSET000426,Warning,Low,Barcode Scanner is undergoing scheduled maintenance.
EVT007767,2025-07-01 08:30:00,ASSET000426,Warning,Low,Barcode Scanner is undergoing scheduled maintenance.
EVT007768,2025-07-01 09:05:00,ASSET000426,Warning,Medium,Barcode Scanner has been shut down.
EVT007769,2025-07-01 09:45:00,ASSET000426,Warning,Low,Barcode Scanner is undergoing scheduled maintenance.
EVT007770,2025-07-01 10:00:00,ASSET000426,Warning,Low,Barcode Scanner is undergoing scheduled maintenance.
EVT007771,2025-07-01 10:15:00,ASSET000426,Warning,Low,Barcode Scanner is undergoing scheduled maintenance.
EVT007772,2025-07-01 10:20:00,ASSET000426,Warning,Medium,Barcode Scanner has been shut down.
EVT007773,2025-07-01 10:35:00,ASSET000426,Warning,Low,Barcode Scanner is undergoing scheduled maintenance.
EVT007774,2025-07-01 11:10:00,ASSET000426,Warning,Low,Barcode Scanner is undergoing scheduled maintenance.
EVT007775,2025-07-01 11:15:00,ASSET000426,Warning,Medium,Barcode Scanner has been shut down.
EVT007776,2025-07-01 11:25:00,ASSET000426,Alarm,High,High temperature detected in Barcode Scanner.
EVT007777,2025-07-01 11:30:00,ASSET000426,Warning,Medium,Barcode Scanner has been shut down.
EVT007778,2025-07-01 11:50:00,ASSET000426,Warning,Low,Barcode Scanner is undergoing scheduled maintenance.
EVT007779,2025-07-01 12:40:00,ASSET000426,Alarm,Medium,Abnormal power consumption detected in Barcode Scanner.
EVT007780,2025-07-01 12:45:00,ASSET000426,Warning,Medium,Barcode Scanner has been shut down.
EVT007781,2025-07-01 13:35:00,ASSET000426,Warning,Low,Barcode Scanner is undergoing scheduled maintenance.
EVT007782,2025-07-01 13:55:00,ASSET000426,Warning,Medium,Barcode Scanner has been shut down.
EVT007783,2025-07-01 14:05:00,ASSET000426,Warning,Low,Barcode Scanner is undergoing scheduled maintenance.
EVT007784,2025-07-01 14:20:00,ASSET000426,Alarm,High,High temperature detected in Barcode Scanner.
EVT007785,2025-07-01 14:40:00,ASSET000426,Warning,Medium,Barcode Scanner has been shut down.
EVT007786,2025-07-01 15:50:00,ASSET000426,Warning,Low,Barcode Scanner is undergoing scheduled maintenance.
EVT007787,2025-07-01 16:10:00,ASSET000426,Warning,Low,Barcode Scanner is undergoing scheduled maintenance.
EVT007788,2025-07-01 16:15:00,ASSET000426,Warning,Low,Barcode Scanner is undergoing scheduled maintenance.
EVT007789,2025-07-01 08:05:00,ASSET000427,Warning,Medium,Digital Signage has been shut down.
EVT007790,2025-07-01 08:15:00,ASSET000427,Warning,Low,Digital Signage is undergoing scheduled maintenance.
EVT007791,2025-07-01 08:20:00,ASSET000427,Alarm,Medium,Abnormal power consumption detected in Digital Signage.
EVT007792,2025-07-01 08:25:00,ASSET000427,Alarm,Medium,Abnormal power consumption detected in Digital Signage.
EVT007793,2025-07-01 08:55:00,ASSET000427,Warning,Medium,Digital Signage has been shut down.
EVT007794,2025-07-01 09:05:00,ASSET000427,Alarm,Medium,Abnormal power consumption detected in Digital Signage.
EVT007795,2025-07-01 09:15:00,ASSET000427,Alarm,Medium,Abnormal power consumption detected in Digital Signage.
EVT007796,2025-07-01 09:20:00,ASSET000427,Alarm,Medium,Abnormal power consumption detected in Digital Signage.
EVT007797,2025-07-01 09:30:00,ASSET000427,Alarm,Medium,Abnormal power consumption detected in Digital Signage.
EVT007798,2025-07-01 09:35:00,ASSET000427,Alarm,Medium,Abnormal power consumption detected in Digital Signage.
EVT007799,2025-07-01 10:10:00,ASSET000427,Warning,Medium,Digital Signage has been shut down.
EVT007800,2025-07-01 10:30:00,ASSET000427,Alarm,Medium,Abnormal power consumption detected in Digital Signage.
EVT007801,2025-07-01 10:35:00,ASSET000427,Alarm,Medium,Abnormal power consumption detected in Digital Signage.
EVT007802,2025-07-01 10:40:00,ASSET000427,Alarm,Medium,Abnormal power consumption detected in Digital Signage.
EVT007803,2025-07-01 10:55:00,ASSET000427,Alarm,Medium,Abnormal power consumption detected in Digital Signage.
EVT007804,2025-07-01 11:00:00,ASSET000427,Warning,Medium,Digital Signage has been shut down.
EVT007805,2025-07-01 11:15:00,ASSET000427,Alarm,Medium,Abnormal power consumption detected in Digital Signage.
EVT007806,2025-07-01 11:25:00,ASSET000427,Warning,Low,Digital Signage is undergoing scheduled maintenance.
EVT007807,2025-07-01 11:30:00,ASSET000427,Alarm,Medium,Abnormal power consumption detected in Digital Signage.
EVT007808,2025-07-01 11:40:00,ASSET000427,Alarm,Medium,Abnormal power consumption detected in Digital Signage.
EVT007809,2025-07-01 11:50:00,ASSET000427,Alarm,Medium,Abnormal power consumption detected in Digital Signage.
EVT007810,2025-07-01 12:05:00,ASSET000427,Alarm,Medium,Abnormal power consumption detected in Digital Signage.
EVT007811,2025-07-01 12:10:00,ASSET000427,Warning,Low,Digital Signage is undergoing scheduled maintenance.
EVT007812,2025-07-01 12:15:00,ASSET000427,Alarm,Medium,Abnormal power consumption detected in Digital Signage.
EVT007813,2025-07-01 12:20:00,ASSET000427,Alarm,Medium,Abnormal power consumption detected in Digital Signage.
EVT007814,2025-07-01 12:25:00,ASSET000427,Warning,Low,Digital Signage is undergoing scheduled maintenance.
EVT007815,2025-07-01 13:10:00,ASSET000427,Alarm,Medium,Abnormal power consumption detected in Digital Signage.
EVT007816,2025-07-01 13:15:00,ASSET000427,Alarm,Medium,Abnormal power consumption detected in Digital Signage.
EVT007817,2025-07-01 13:25:00,ASSET000427,Alarm,Medium,Abnormal power consumption detected in Digital Signage.
EVT007818,2025-07-01 13:30:00,ASSET000427,Warning,Medium,Digital Signage has been shut down.
EVT007819,2025-07-01 14:15:00,ASSET000427,Alarm,Medium,Abnormal power consumption detected in Digital Signage.
EVT007820,2025-07-01 14:20:00,ASSET000427,Alarm,Medium,Abnormal power consumption detected in Digital Signage.
EVT007821,2025-07-01 14:40:00,ASSET000427,Warning,Low,Digital Signage is undergoing scheduled maintenance.
EVT007822,2025-07-01 14:45:00,ASSET000427,Warning,Medium,Digital Signage has been shut down.
EVT007823,2025-07-01 14:55:00,ASSET000427,Warning,Low,Digital Signage is undergoing scheduled maintenance.
EVT007824,2025-07-01 15:15:00,ASSET000427,Alarm,Medium,Abnormal power consumption detected in Digital Signage.
EVT007825,2025-07-01 15:35:00,ASSET000427,Warning,Low,Digital Signage is undergoing scheduled maintenance.
EVT007826,2025-07-01 15:45:00,ASSET000427,Warning,Low,Digital Signage is undergoing scheduled maintenance.
EVT007827,2025-07-01 15:50:00,ASSET000427,Alarm,Medium,Abnormal power consumption detected in Digital Signage.
EVT007828,2025-07-01 15:55:00,ASSET000427,Alarm,Medium,Abnormal power consumption detected in Digital Signage.
EVT007829,2025-07-01 16:15:00,ASSET000427,Alarm,Medium,Abnormal power consumption detected in Digital Signage.
EVT007830,2025-07-01 08:15:00,ASSET000428,Warning,Medium,CCTV Camera has been shut down.
EVT007831,2025-07-01 08:20:00,ASSET000428,Warning,Medium,CCTV Camera has been shut down.
EVT007832,2025-07-01 09:15:00,ASSET000428,Warning,Medium,CCTV Camera has been shut down.
EVT007833,2025-07-01 09:30:00,ASSET000428,Warning,Low,CCTV Camera is undergoing scheduled maintenance.
EVT007834,2025-07-01 09:40:00,ASSET000428,Warning,Medium,CCTV Camera has been shut down.
EVT007835,2025-07-01 09:45:00,ASSET000428,Warning,Low,CCTV Camera is undergoing scheduled maintenance.
EVT007836,2025-07-01 09:50:00,ASSET000428,Warning,Medium,CCTV Camera has been shut down.
EVT007837,2025-07-01 10:05:00,ASSET000428,Warning,Low,CCTV Camera is undergoing scheduled maintenance.
EVT007838,2025-07-01 10:15:00,ASSET000428,Warning,Medium,CCTV Camera has been shut down.
EVT007839,2025-07-01 10:25:00,ASSET000428,Warning,Medium,CCTV Camera has been shut down.
EVT007840,2025-07-01 11:05:00,ASSET000428,Warning,Low,CCTV Camera is undergoing scheduled maintenance.
EVT007841,2025-07-01 11:30:00,ASSET000428,Warning,Low,CCTV Camera is undergoing scheduled maintenance.
EVT007842,2025-07-01 11:35:00,ASSET000428,Warning,Medium,CCTV Camera has been shut down.
EVT007843,2025-07-01 11:55:00,ASSET000428,Warning,Medium,CCTV Camera has been shut down.
EVT007844,2025-07-01 12:00:00,ASSET000428,Warning,Low,CCTV Camera is undergoing scheduled maintenance.
EVT007845,2025-07-01 12:05:00,ASSET000428,Warning,Low,CCTV Camera is undergoing scheduled maintenance.
EVT007846,2025-07-01 12:35:00,ASSET000428,Warning,Low,CCTV Camera is undergoing scheduled maintenance.
EVT007847,2025-07-01 13:05:00,ASSET000428,Warning,Low,CCTV Camera is undergoing scheduled maintenance.
EVT007848,2025-07-01 13:25:00,ASSET000428,Warning,Low,CCTV Camera is undergoing scheduled maintenance.
EVT007849,2025-07-01 13:50:00,ASSET000428,Warning,Low,CCTV Camera is undergoing scheduled maintenance.
EVT007850,2025-07-01 14:05:00,ASSET000428,Warning,Low,CCTV Camera is undergoing scheduled maintenance.
EVT007851,2025-07-01 14:10:00,ASSET000428,Warning,Medium,CCTV Camera has been shut down.
EVT007852,2025-07-01 14:55:00,ASSET000428,Warning,Low,CCTV Camera is undergoing scheduled maintenance.
EVT007853,2025-07-01 15:05:00,ASSET000428,Warning,Low,CCTV Camera is undergoing scheduled maintenance.
EVT007854,2025-07-01 15:25:00,ASSET000428,Warning,Low,CCTV Camera is undergoing scheduled maintenance.
EVT007855,2025-07-01 08:20:00,ASSET000429,Warning,Low,CCTV Camera is undergoing scheduled maintenance.
EVT007856,2025-07-01 08:25:00,ASSET000429,Warning,Low,CCTV Camera is undergoing scheduled maintenance.
EVT007857,2025-07-01 08:30:00,ASSET000429,Warning,Low,CCTV Camera is undergoing scheduled maintenance.
EVT007858,2025-07-01 08:45:00,ASSET000429,Fault,High,Excessive vibration detected in CCTV Camera.
EVT007859,2025-07-01 08:50:00,ASSET000429,Warning,Low,CCTV Camera is undergoing scheduled maintenance.
EVT007860,2025-07-01 09:15:00,ASSET000429,Warning,Low,CCTV Camera is undergoing scheduled maintenance.
EVT007861,2025-07-01 09:25:00,ASSET000429,Warning,Low,CCTV Camera is undergoing scheduled maintenance.
EVT007862,2025-07-01 09:50:00,ASSET000429,Warning,Low,CCTV Camera is undergoing scheduled maintenance.
EVT007863,2025-07-01 10:10:00,ASSET000429,Warning,Medium,CCTV Camera has been shut down.
EVT007864,2025-07-01 10:35:00,ASSET000429,Warning,Low,CCTV Camera is undergoing scheduled maintenance.
EVT007865,2025-07-01 10:45:00,ASSET000429,Warning,Medium,CCTV Camera has been shut down.
EVT007866,2025-07-01 11:20:00,ASSET000429,Alarm,Medium,Abnormal power consumption detected in CCTV Camera.
EVT007867,2025-07-01 12:35:00,ASSET000429,Warning,Medium,CCTV Camera has been shut down.
EVT007868,2025-07-01 13:05:00,ASSET000429,Warning,Medium,CCTV Camera has been shut down.
EVT007869,2025-07-01 13:10:00,ASSET000429,Warning,Low,CCTV Camera is undergoing scheduled maintenance.
EVT007870,2025-07-01 13:15:00,ASSET000429,Warning,Low,CCTV Camera is undergoing scheduled maintenance.
EVT007871,2025-07-01 13:20:00,ASSET000429,Warning,Low,CCTV Camera is undergoing scheduled maintenance.
EVT007872,2025-07-01 13:25:00,ASSET000429,Warning,Medium,CCTV Camera has been shut down.
EVT007873,2025-07-01 13:30:00,ASSET000429,Warning,Low,CCTV Camera is undergoing scheduled maintenance.
EVT007874,2025-07-01 13:50:00,ASSET000429,Warning,Low,CCTV Camera is undergoing scheduled maintenance.
EVT007875,2025-07-01 14:10:00,ASSET000429,Warning,Low,CCTV Camera is undergoing scheduled maintenance.
EVT007876,2025-07-01 14:20:00,ASSET000429,Warning,Low,CCTV Camera is undergoing scheduled maintenance.
EVT007877,2025-07-01 15:15:00,ASSET000429,Warning,Medium,CCTV Camera has been shut down.
EVT007878,2025-07-01 15:40:00,ASSET000429,Warning,Medium,CCTV Camera has been shut down.
EVT007879,2025-07-01 15:50:00,ASSET000429,Warning,Low,CCTV Camera is undergoing scheduled maintenance.
EVT007880,2025-07-01 08:20:00,ASSET000430,Warning,Low,CCTV Camera is undergoing scheduled maintenance.
EVT007881,2025-07-01 09:05:00,ASSET000430,Warning,Low,CCTV Camera is undergoing scheduled maintenance.
EVT007882,2025-07-01 09:10:00,ASSET000430,Warning,Low,CCTV Camera is undergoing scheduled maintenance.
EVT007883,2025-07-01 09:35:00,ASSET000430,Warning,Medium,CCTV Camera has been shut down.
